label,daym,month,tod,swc_2_mean,fco2_dry,ts_2_mean,ta_mean,treatment,date_time_initial_value,drying_cycle,dar,rep,date,fdate
14,31,1,pm,0.24707666666666667,0.43695666666666666,20.229490000000002,17.61656,NPK,2024-01-31T19:20:07Z,1,3,3,2024-01-31,2024-01-31
15,1,4,am,0.201,0.6338933333333333,16.94333333333333,16.75953,Control,2024-04-01T12:20:09Z,3,6,3,2024-04-01,2024-04-01
15,5,2,pm,0.33859,0.5355333333333333,15.35111,15.873683333333334,Control,2024-02-05T18:46:00Z,2,1,3,2024-02-05,2024-02-05
15,6,2,pm,0.3605066666666667,0.6761966666666667,20.476666666666667,20.405533333333334,Control,2024-02-06T19:22:50Z,2,2,3,2024-02-06,2024-02-06
15,7,2,pm,0.28737666666666667,0.41755333333333333,17.264443333333332,16.909316666666665,Control,2024-02-07T21:19:25Z,2,3,3,2024-02-07,2024-02-07
15,25,3,pm,0.2912666666666667,0.7605466666666667,17.974446666666665,16.629863333333333,Control,2024-03-25T17:09:06Z,0,0,3,2024-03-25,2024-03-25
15,27,3,am,0.33000666666666667,0.8651533333333333,14.233333333333334,13.707783333333333,Control,2024-03-27T13:56:50Z,3,1,3,2024-03-27,2024-03-27
15,27,3,pm,0.36645,1.4123766666666666,26.513333333333332,25.60906333333333,Control,2024-03-27T19:10:53Z,3,1,3,2024-03-27,2024-03-27
15,28,3,pm,0.27485333333333334,1.3394133333333333,26.546666666666667,25.614736666666666,Control,2024-03-28T17:28:30Z,3,2,3,2024-03-28,2024-03-28
15,29,1,pm,0.28593,0.5139566666666666,15.034446666666668,16.74293,Control,2024-01-29T20:49:51Z,1,1,3,2024-01-29,2024-01-29
15,29,3,am,0.27175333333333335,0.5750133333333334,11.047776666666667,12.28522,Control,2024-03-29T13:12:33Z,3,3,3,2024-03-29,2024-03-29
15,30,1,pm,0.25714000000000004,0.47653333333333336,18.14778,19.31445,Control,2024-01-30T18:44:44Z,1,2,3,2024-01-30,2024-01-30
15,31,1,pm,0.27999,0.5661833333333334,17.506666666666668,18.938869999999998,Control,2024-01-31T18:38:05Z,1,3,3,2024-01-31,2024-01-31
16,5,2,pm,0.29446333333333335,0.75061,15.075553333333334,15.937236666666667,Control,2024-02-05T18:40:15Z,2,1,4,2024-02-05,2024-02-05
16,6,2,pm,0.27191,0.8901633333333333,19.633333333333333,19.667046666666668,Control,2024-02-06T19:33:13Z,2,2,4,2024-02-06,2024-02-06
16,7,2,pm,0.27831666666666666,0.7146466666666667,16.933333333333334,17.215889999999998,Control,2024-02-07T21:24:40Z,2,3,4,2024-02-07,2024-02-07
16,25,3,pm,0.22974999999999998,0.9965766666666667,19.058889999999998,17.81876666666667,Control,2024-03-25T17:14:07Z,0,0,4,2024-03-25,2024-03-25
16,27,3,am,0.2991433333333333,1.0478133333333333,14.473886666666667,13.986523333333334,Control,2024-03-27T14:03:54Z,3,1,4,2024-03-27,2024-03-27
16,27,3,pm,0.2513166666666667,1.76686,26.34111,26.003046666666666,Control,2024-03-27T19:15:57Z,3,1,4,2024-03-27,2024-03-27
16,28,3,pm,0.3048,1.9885733333333333,27.363333333333333,26.306203333333332,Control,2024-03-28T18:32:24Z,3,2,4,2024-03-28,2024-03-28
16,29,1,pm,0.29742,0.97548,16.750556666666668,16.198249999999998,Control,2024-01-29T17:43:34Z,1,1,4,2024-01-29,2024-01-29
16,29,3,am,0.26713333333333333,0.8737499999999999,10.15,11.4816,Control,2024-03-29T13:07:22Z,3,3,4,2024-03-29,2024-03-29
16,30,1,pm,0.24340666666666666,0.7784166666666666,17.961109999999998,19.389903333333333,Control,2024-01-30T19:56:18Z,1,2,4,2024-01-30,2024-01-30
16,31,1,pm,0.23475,0.7756933333333333,17.67111,17.858486666666668,Control,2024-01-31T18:16:50Z,1,3,4,2024-01-31,2024-01-31
17,1,4,am,0.16633333333333333,1.8509333333333333,17.2,16.902263333333334,NPK,2024-04-01T12:35:20Z,3,6,4,2024-04-01,2024-04-01
17,5,2,pm,0.25592,1.0047233333333334,14.9,15.169913333333334,NPK,2024-02-05T18:35:18Z,2,1,4,2024-02-05,2024-02-05
17,6,2,pm,0.29211,1.0389166666666667,20.033333333333335,19.22439333333333,NPK,2024-02-06T19:38:19Z,2,2,4,2024-02-06,2024-02-06
17,7,2,pm,0.18231333333333333,0.8175866666666667,14.848886666666667,14.446323333333334,NPK,2024-02-07T21:40:02Z,2,3,4,2024-02-07,2024-02-07
17,25,3,pm,0.25398333333333334,1.52742,20.04111,19.058786666666666,NPK,2024-03-25T17:20:31Z,0,0,4,2024-03-25,2024-03-25
17,27,3,am,0.36723666666666666,1.41939,14.633333333333333,14.313313333333333,NPK,2024-03-27T14:11:15Z,3,1,4,2024-03-27,2024-03-27
17,27,3,pm,0.36645,2.58409,26.336109999999998,26.071393333333333,NPK,2024-03-27T19:20:53Z,3,1,4,2024-03-27,2024-03-27
17,28,3,pm,0.27921,2.5047566666666667,27.52166666666667,28.074696666666668,NPK,2024-03-28T18:37:16Z,3,2,4,2024-03-28,2024-03-28
17,29,1,pm,0.25021,1.0567966666666666,16.362223333333333,16.77557,NPK,2024-01-29T17:51:11Z,1,1,4,2024-01-29,2024-01-29
17,29,3,am,0.35097666666666666,0.9879666666666667,9.232776666666666,10.487216666666667,NPK,2024-03-29T13:02:28Z,3,3,4,2024-03-29,2024-03-29
17,30,1,pm,0.28490666666666664,1.1767533333333333,17.833333333333332,18.506146666666666,NPK,2024-01-30T19:51:07Z,1,2,4,2024-01-30,2024-01-30
17,31,1,pm,0.28722666666666663,1.1346166666666666,17.4,17.75234,NPK,2024-01-31T18:11:39Z,1,3,4,2024-01-31,2024-01-31
18,1,4,am,0.102,1.29701,17.2,17.09531,NPK+Disturbance,2024-04-01T12:43:39Z,3,6,4,2024-04-01,2024-04-01
18,5,2,pm,0.35327666666666663,1.2123,15.022223333333333,14.945326666666666,NPK+Disturbance,2024-02-05T18:29:43Z,2,1,4,2024-02-05,2024-02-05
18,6,2,pm,0.34612,0.97013,17.152776666666668,17.517006666666667,NPK+Disturbance,2024-02-06T17:40:43Z,2,2,4,2024-02-06,2024-02-06
18,7,2,pm,0.27309,1.0616966666666667,15.062223333333332,17.747553333333332,NPK+Disturbance,2024-02-07T19:49:55Z,2,3,4,2024-02-07,2024-02-07
18,25,3,pm,0.22698,1.6655966666666666,21.14666666666667,18.954483333333332,NPK+Disturbance,2024-03-25T17:25:28Z,0,0,4,2024-03-25,2024-03-25
18,27,3,am,0.3168066666666667,0.8867200000000001,14.666666666666666,14.213446666666666,NPK+Disturbance,2024-03-27T14:18:50Z,3,1,4,2024-03-27,2024-03-27
18,27,3,pm,0.3560333333333333,1.9915966666666667,26.456666666666667,25.139153333333333,NPK+Disturbance,2024-03-27T19:25:52Z,3,1,4,2024-03-27,2024-03-27
18,28,3,pm,0.34859999999999997,2.8110933333333334,26.13,24.863456666666668,NPK+Disturbance,2024-03-28T18:01:47Z,3,2,4,2024-03-28,2024-03-28
18,29,1,pm,0.3539833333333333,1.5076933333333333,17.509443333333333,16.485783333333334,NPK+Disturbance,2024-01-29T18:46:24Z,1,1,4,2024-01-29,2024-01-29
18,30,1,pm,0.36795,1.1484233333333334,17.717776666666666,18.744336666666666,NPK+Disturbance,2024-01-30T19:45:41Z,1,2,4,2024-01-30,2024-01-30
18,31,1,pm,0.34489000000000003,0.97776,16.127776666666666,14.991643333333334,NPK+Disturbance,2024-01-31T17:58:05Z,1,3,4,2024-01-31,2024-01-31
19,1,4,am,0.1095,0.96941,18.395,19.172674999999998,NPK,2024-04-01T13:13:22Z,3,6,4,2024-04-01,2024-04-01
19,5,2,pm,0.3158833333333333,0.7836466666666666,14.87889,15.738809999999999,NPK,2024-02-05T18:23:25Z,2,1,4,2024-02-05,2024-02-05
19,6,2,pm,0.3561933333333333,0.7087566666666667,17.36889,17.823903333333334,NPK,2024-02-06T17:35:34Z,2,2,4,2024-02-06,2024-02-06
19,7,2,pm,0.27879,0.6507066666666667,18.74278,17.711693333333333,NPK,2024-02-07T19:44:26Z,2,3,4,2024-02-07,2024-02-07
19,25,3,pm,0.18666666666666668,0.93175,20.994443333333333,19.571916666666667,NPK,2024-03-25T17:31:40Z,0,0,4,2024-03-25,2024-03-25
19,27,3,am,0.33546,0.9443766666666666,14.732223333333334,14.3619,NPK,2024-03-27T14:25:45Z,3,1,4,2024-03-27,2024-03-27
19,27,3,pm,0.37199666666666664,1.4878633333333333,26.33944333333333,25.65294,NPK,2024-03-27T19:30:52Z,3,1,4,2024-03-27,2024-03-27
19,28,3,pm,0.26491000000000003,1.4183466666666666,27.075,26.857400000000002,NPK,2024-03-28T18:26:41Z,3,2,4,2024-03-28,2024-03-28
19,29,1,pm,0.23989,0.87109,16.73055666666667,17.22728,NPK,2024-01-29T18:39:20Z,1,1,4,2024-01-29,2024-01-29
19,29,3,am,0.31205,0.61616,8.16,8.539223333333334,NPK,2024-03-29T12:51:29Z,3,3,4,2024-03-29,2024-03-29
19,30,1,pm,0.28384333333333334,0.6398066666666666,17.277223333333335,18.7122,NPK,2024-01-30T19:40:05Z,1,2,4,2024-01-30,2024-01-30
19,31,1,pm,0.28495333333333334,0.8646866666666667,16.642223333333334,16.420483333333333,NPK,2024-01-31T17:52:02Z,1,3,4,2024-01-31,2024-01-31
2,1,4,am,0.22198666666666667,0.7203766666666667,21.805553333333332,21.95019,NPK,2024-04-01T14:08:10Z,3,6,1,2024-04-01,2024-04-01
2,5,2,pm,0.30916666666666665,0.32060666666666665,11.9,12.309673333333333,NPK,2024-02-05T17:09:51Z,2,1,1,2024-02-05,2024-02-05
2,6,2,pm,0.37049,0.5822499999999999,19.784446666666668,20.469623333333335,NPK,2024-02-06T18:32:53Z,2,2,1,2024-02-06,2024-02-06
2,7,2,pm,0.2947666666666667,0.49007666666666666,17.861666666666665,18.108430000000002,NPK,2024-02-07T20:53:53Z,2,3,1,2024-02-07,2024-02-07
2,25,3,am,0.2912766666666667,0.8484,15.817776666666667,15.612253333333333,NPK,2024-03-25T15:40:06Z,0,0,1,2024-03-25,2024-03-25
2,27,3,am,0.33866666666666667,0.8182266666666667,13.166666666666666,12.600396666666667,NPK,2024-03-27T12:04:42Z,3,1,1,2024-03-27,2024-03-27
2,27,3,pm,0.35130666666666666,1.1637033333333333,28.048333333333332,26.07035,NPK,2024-03-27T17:55:59Z,3,1,1,2024-03-27,2024-03-27
2,28,3,pm,0.33699,1.45221,26.936666666666667,26.70583,NPK,2024-03-28T18:47:48Z,3,2,1,2024-03-28,2024-03-28
2,29,1,pm,0.3174766666666667,0.4905033333333333,17.022223333333333,15.587096666666667,NPK,2024-01-29T21:03:17Z,1,1,1,2024-01-29,2024-01-29
2,29,3,am,0.3470833333333333,0.6049033333333333,13.38111,13.810503333333333,NPK,2024-03-29T13:32:52Z,3,3,1,2024-03-29,2024-03-29
2,30,1,pm,0.35565,0.5519466666666667,19.026666666666667,18.203466666666667,NPK,2024-01-30T18:23:36Z,1,2,1,2024-01-30,2024-01-30
2,31,1,pm,0.36546666666666666,0.55986,18.666666666666668,19.014263333333332,NPK,2024-01-31T18:50:36Z,1,3,1,2024-01-31,2024-01-31
20,1,4,am,0.1575,0.991175,18.700000000000003,19.624935,Disturbance,2024-04-01T13:18:17Z,3,6,4,2024-04-01,2024-04-01
20,5,2,pm,0.38366666666666666,0.73018,15.255,15.352416666666667,Disturbance,2024-02-05T18:18:13Z,2,1,4,2024-02-05,2024-02-05
20,6,2,pm,0.3607166666666667,0.60584,17.69,16.81266,Disturbance,2024-02-06T17:30:20Z,2,2,4,2024-02-06,2024-02-06
20,7,2,pm,0.3491666666666667,0.6874866666666667,18.462223333333334,17.15316,Disturbance,2024-02-07T19:39:16Z,2,3,4,2024-02-07,2024-02-07
20,25,3,pm,0.2413,1.3616733333333333,21.233333333333334,18.295373333333334,Disturbance,2024-03-25T17:36:48Z,0,0,4,2024-03-25,2024-03-25
20,27,3,am,0.3562033333333333,1.01497,14.90389,14.3618,Disturbance,2024-03-27T14:32:52Z,3,1,4,2024-03-27,2024-03-27
20,27,3,pm,0.36394666666666664,1.9872699999999999,26.056666666666665,25.013456666666666,Disturbance,2024-03-27T19:35:42Z,3,1,4,2024-03-27,2024-03-27
20,28,3,pm,0.33852333333333334,2.6442966666666665,26.76389,24.6422,Disturbance,2024-03-28T18:21:38Z,3,2,4,2024-03-28,2024-03-28
20,29,1,pm,0.39182666666666666,0.7614500000000001,17.142776666666666,15.729899999999999,Disturbance,2024-01-29T18:32:01Z,1,1,4,2024-01-29,2024-01-29
20,29,3,am,0.2942766666666667,0.70477,8.092776666666666,7.83868,Disturbance,2024-03-29T12:46:24Z,3,3,4,2024-03-29,2024-03-29
20,30,1,pm,0.3374433333333333,0.7843866666666667,17.444446666666668,17.606843333333334,Disturbance,2024-01-30T19:34:36Z,1,2,4,2024-01-30,2024-01-30
20,31,1,pm,0.34883333333333333,0.6469966666666667,16.857776666666666,16.333226666666665,Disturbance,2024-01-31T17:46:06Z,1,3,4,2024-01-31,2024-01-31
21,1,4,am,0.21189,1.33175,18.852223333333335,20.142336666666665,NPK+Disturbance,2024-04-01T13:21:59Z,3,6,5,2024-04-01,2024-04-01
21,5,2,pm,0.36574,1.0734866666666667,15.79111,15.255726666666666,NPK+Disturbance,2024-02-05T18:11:57Z,2,1,5,2024-02-05,2024-02-05
21,6,2,pm,0.39426666666666665,0.9539633333333334,18.785556666666665,16.247526666666666,NPK+Disturbance,2024-02-06T17:09:41Z,2,2,5,2024-02-06,2024-02-06
21,7,2,pm,0.3499966666666667,1.18144,19.196666666666665,16.985933333333332,NPK+Disturbance,2024-02-07T19:19:15Z,2,3,5,2024-02-07,2024-02-07
21,25,3,pm,0.3389933333333333,1.5465333333333333,20.553333333333335,18.112716666666667,NPK+Disturbance,2024-03-25T17:41:46Z,0,0,5,2024-03-25,2024-03-25
21,27,3,am,0.36955,1.1737033333333333,15.067223333333333,15.001043333333334,NPK+Disturbance,2024-03-27T14:40:50Z,3,1,5,2024-03-27,2024-03-27
21,27,3,pm,0.36874,2.236736666666667,25.040556666666667,24.76081333333333,NPK+Disturbance,2024-03-27T19:40:55Z,3,1,5,2024-03-27,2024-03-27
21,28,3,pm,0.35570999999999997,2.2042866666666665,26.688333333333333,25.483536666666666,NPK+Disturbance,2024-03-28T18:16:43Z,3,2,5,2024-03-28,2024-03-28
21,29,1,pm,0.35769333333333336,1.5308599999999999,17.51,16.89871,NPK+Disturbance,2024-01-29T18:25:14Z,1,1,5,2024-01-29,2024-01-29
21,29,3,am,0.3326266666666667,0.7638033333333334,7.750556666666666,7.8141066666666665,NPK+Disturbance,2024-03-29T12:41:17Z,3,3,5,2024-03-29,2024-03-29
21,30,1,pm,0.33055,1.27232,17.653333333333332,18.011516666666665,NPK+Disturbance,2024-01-30T19:29:24Z,1,2,5,2024-01-30,2024-01-30
21,31,1,pm,0.36406666666666665,1.0750133333333334,17.537223333333333,16.548626666666667,NPK+Disturbance,2024-01-31T17:22:13Z,1,3,5,2024-01-31,2024-01-31
22,1,4,am,0.24761000000000002,1.8671366666666667,19.797776666666667,21.174006666666667,Control,2024-04-01T13:32:09Z,3,6,5,2024-04-01,2024-04-01
22,5,2,pm,0.4343166666666667,0.8973633333333333,16.454443333333334,15.735686666666666,Control,2024-02-05T18:06:03Z,2,1,5,2024-02-05,2024-02-05
22,6,2,pm,0.36939333333333335,0.73994,16.799446666666665,17.506816666666666,Control,2024-02-06T17:20:18Z,2,2,5,2024-02-06,2024-02-06
22,7,2,pm,0.36469333333333337,0.8594566666666666,18.48222,17.2177,Control,2024-02-07T19:29:20Z,2,3,5,2024-02-07,2024-02-07
22,25,3,pm,0.36524,1.58914,20.004443333333334,17.832746666666665,Control,2024-03-25T17:46:49Z,0,0,5,2024-03-25,2024-03-25
22,27,3,am,0.407,1.66369,15.859443333333333,16.027996666666667,Control,2024-03-27T14:51:25Z,3,1,5,2024-03-27,2024-03-27
22,27,3,pm,0.3251866666666667,2.241023333333333,24.9,24.762636666666666,Control,2024-03-27T19:45:58Z,3,1,5,2024-03-27,2024-03-27
22,28,3,pm,0.38909333333333335,2.0576033333333332,26.580556666666666,24.33035,Control,2024-03-28T18:06:44Z,3,2,5,2024-03-28,2024-03-28
22,29,1,pm,0.378,0.97454,17.587776666666667,16.42688,Control,2024-01-29T18:18:31Z,1,1,5,2024-01-29,2024-01-29
22,29,3,am,0.36866666666666664,1.0735933333333334,7.433333333333334,6.941286666666667,Control,2024-03-29T12:36:15Z,3,3,5,2024-03-29,2024-03-29
22,30,1,pm,0.3080233333333333,0.9299866666666666,18.266666666666666,18.624993333333332,Control,2024-01-30T19:24:14Z,1,2,5,2024-01-30,2024-01-30
22,31,1,pm,0.3694233333333333,0.99702,16.593333333333334,16.519933333333334,Control,2024-01-31T17:34:46Z,1,3,5,2024-01-31,2024-01-31
23,1,4,am,0.15665,0.9521200000000001,20.1,20.452509999999997,Disturbance,2024-04-01T13:38:33Z,3,6,5,2024-04-01,2024-04-01
23,5,2,pm,0.3626,0.67558,15.82222,16.88431,Disturbance,2024-02-05T17:54:41Z,2,1,5,2024-02-05,2024-02-05
23,6,2,pm,0.3314666666666667,0.6076466666666667,17.04389,16.913140000000002,Disturbance,2024-02-06T17:25:08Z,2,2,5,2024-02-06,2024-02-06
23,7,2,pm,0.36194,0.8814833333333333,17.95,17.600783333333332,Disturbance,2024-02-07T19:34:11Z,2,3,5,2024-02-07,2024-02-07
23,25,3,pm,0.23937666666666668,1.47166,20.261110000000002,18.02117,Disturbance,2024-03-25T17:52:23Z,0,0,5,2024-03-25,2024-03-25
23,27,3,am,0.2773933333333333,0.7512633333333333,13.816666666666666,16.292783333333333,Disturbance,2024-03-27T14:58:37Z,3,1,5,2024-03-27,2024-03-27
23,27,3,pm,0.33219333333333334,1.37398,24.995556666666666,24.297046666666667,Disturbance,2024-03-27T19:51:00Z,3,1,5,2024-03-27,2024-03-27
23,28,3,pm,0.364,1.7021766666666667,25.89333333333333,24.08898333333333,Disturbance,2024-03-28T17:56:39Z,3,2,5,2024-03-28,2024-03-28
23,29,1,pm,0.34413333333333335,0.66125,16.834443333333333,16.277703333333335,Disturbance,2024-01-29T18:04:48Z,1,1,5,2024-01-29,2024-01-29
23,29,3,am,0.2623566666666667,0.7263133333333334,7.791113333333334,5.56997,Disturbance,2024-03-29T12:22:33Z,3,3,5,2024-03-29,2024-03-29
23,30,1,pm,0.3172933333333333,0.86343,19.1,18.95687,Disturbance,2024-01-30T19:13:32Z,1,2,5,2024-01-30,2024-01-30
23,31,1,pm,0.33271,0.7069266666666667,15.94889,15.81169,Disturbance,2024-01-31T17:39:54Z,1,3,5,2024-01-31,2024-01-31
24,1,4,am,0.27590333333333333,1.5134066666666666,20.185556666666667,20.707906666666666,NPK,2024-04-01T13:47:41Z,3,6,5,2024-04-01,2024-04-01
24,5,2,pm,0.32337333333333335,0.7686966666666667,13.34611,14.661573333333333,NPK,2024-02-05T17:31:21Z,2,1,5,2024-02-05,2024-02-05
24,6,2,pm,0.2975966666666667,0.9276133333333333,18.2,18.982866666666666,NPK,2024-02-06T18:56:34Z,2,2,5,2024-02-06,2024-02-06
